Season,Rank,Player,School,Power5,Conference,Division,Cl,Pos,G,Rec,Rec Yds,Rec TD
2023,17,Tory Horton,Colorado St.,N,Mountain West,FBS,Sr.,WR,12,96,1136,8
2022,12,Tory Horton,Colorado St.,N,Mountain West,FBS,So.,WR,12,71,1131,8
2021,125,Tory Horton,Nevada,N,Mountain West,FBS,So.,WR,12,52,659,5
2013,107,Tracy Moore,Oklahoma St.,Y,Big 12,FBS,Sr.,WR,13,51,738,6
2020,20,Trae Barry,Jacksonville St.,N,OVC,FCS,Sr.,TE,10,33,534,1
2018,150,Trae Barry,Jacksonville St.,N,OVC,FCS,So.,TE,12,32,503,1
2016,148,Trae Hart,SFA,N,Southland,FCS,Jr.,WR,10,42,511,2
2013,230,Trae Heeter,Butler,N,Pioneer,FCS,Sr.,RB,13,35,404,3
2013,189,Tramaine Thompson,Kansas St.,Y,Big 12,FBS,Sr.,WR,11,32,551,5
2021,70,Travell Harris,Washington St.,Y,Pac-12,FBS,Sr.,WR,13,76,814,9
2014,83,Travin Dural,LSU,Y,SEC,FBS,So.,WR,13,37,758,7
2020,74,Travis Etienne,Clemson,Y,ACC,FBS,Sr.,RB,12,48,588,2
2018,23,Travis Fulgham,Old Dominion,N,CUSA,FBS,Sr.,WR,12,63,1083,9
2023,95,Travis Hunter,Colorado,Y,Pac-12,FBS,So.,CB,9,57,721,5
2019,140,Travis Jonsen,Montana St.,N,Big Sky,FCS,Sr.,WR,14,55,580,1
2013,153,Travis Labhart,Texas A&M,Y,SEC,FBS,Sr.,WR,13,51,626,8
2013,80,Travis Reynolds,Utah St.,N,Mountain West,FBS,Sr.,WR,11,51,832,4
2016,72,Travis Rudolph,Florida St.,Y,ACC,FBS,Jr.,WR,13,56,840,7
2015,53,Travis Rudolph,Florida St.,Y,ACC,FBS,So.,WR,13,59,916,7
2014,179,Travis Rudolph,Florida St.,Y,ACC,FBS,Fr.,WR,13,38,555,4
2019,98,Travis Toivonen,North Dakota,N,FCS Independent,FCS,Sr.,WR,12,48,684,7
2013,133,Travis Van Leeuwen,Utah St.,N,Mountain West,FBS,Sr.,WR,14,52,661,3
2014,73,Travon Van,Montana,N,Big Sky,FCS,Sr.,RB,14,63,730,5
2020,185,Tray Eafford,Troy,N,Sun Belt,FBS,Sr.,WR,11,34,394,3
2021,51,Trayvon Rudolph,NIU,N,MAC,FBS,So.,WR,14,51,892,7
2023,35,Tre Harris,Ole Miss,Y,SEC,FBS,Sr.,WR,12,54,985,8
2022,41,Tre Harris,Louisiana Tech,N,CUSA,FBS,So.,WR,12,65,935,10
2021,183,Tre Harris,Louisiana Tech,N,CUSA,FBS,Fr.,WR,12,40,562,4
2016,189,Tre Hartley,San Jose St.,N,Mountain West,FBS,So.,WR,11,33,572,4
2017,133,Tre Lennon,Elon,N,CAA,FCS,Sr.,WR,12,40,516,2
2014,59,Tre McBride,William & Mary,N,CAA,FCS,Sr.,WR,11,64,809,4
2013,60,Tre McBride,William & Mary,N,CAA,FCS,Jr.,WR,12,63,801,5
2021,199,Tre Mosley,Michigan St.,Y,Big Ten,FBS,So.,WR,13,35,530,3
2019,75,Tre Nixon,UCF,N,AAC,FBS,Jr.,WR,13,49,830,7
2018,192,Tre Nixon,UCF,N,AAC,FBS,So.,WR,13,40,562,4
2023,34,Tre Shackelford,Austin Peay,N,ASUN,FCS,So.,WR,12,52,799,6
2022,124,Tre Tucker,Cincinnati,N,AAC,FBS,Sr.,WR,12,52,671,3
2021,122,Tre Turner,Virginia Tech,Y,ACC,FBS,Jr.,WR,11,40,675,3
2020,96,Tre Turner,Virginia Tech,Y,ACC,FBS,Jr.,WR,10,34,529,3
2020,58,Tre Walker,San Jose St.,N,Mountain West,FBS,Sr.,WR,8,45,627,4
2019,21,Tre Walker,San Jose St.,N,Mountain West,FBS,Jr.,WR,10,79,1161,2
2018,112,Tre Walker,San Jose St.,N,Mountain West,FBS,So.,WR,9,39,714,5
2020,35,Tre Wolf,UIW,N,Southland,FCS,Jr.,WR,6,31,464,2
2015,170,Tre' Parmalee,Kansas,Y,Big 12,FBS,Sr.,WR,10,41,599,3
2017,12,Tre'Quan Smith,UCF,N,AAC,FBS,Jr.,WR,13,59,1171,13
2016,70,Tre'Quan Smith,UCF,N,AAC,FBS,So.,WR,13,57,853,5
2015,106,Tre'Quan Smith,UCF,N,AAC,FBS,Fr.,WR,12,52,724,4
2022,160,Tre'Shaun Harrison,Oregon St.,Y,Pac-12,FBS,Sr.,WR,12,52,604,4
2022,45,Trea Shropshire,UAB,N,CUSA,FBS,Sr.,WR,12,41,923,6
2021,106,Trea Shropshire,UAB,N,CUSA,FBS,Jr.,WR,13,27,703,7
2018,46,Tren'Davian Dickson,Texas Southern,N,SWAC,FCS,So.,WR,11,46,796,6
2013,122,Trent Bostick,Charlotte,N,FCS Independent,FCS,Fr.,WR,11,42,594,4
2015,153,Trent Cowan,Idaho,N,Sun Belt,FBS,Jr.,WR,12,48,624,4
2023,175,Trent Hudson,New Mexico St.,N,CUSA,FBS,Jr.,WR,14,36,571,10
2017,80,Trent Riley,Portland St.,N,Big Sky,FCS,Sr.,WR,11,55,647,5
2017,90,Trent Sherfield,Vanderbilt,Y,SEC,FBS,Sr.,WR,12,50,729,5
2015,134,Trent Sherfield,Vanderbilt,Y,SEC,FBS,So.,WR,12,51,659,3
2016,1,Trent Taylor,Louisiana Tech,N,CUSA,FBS,Sr.,WR,14,136,1803,12
2015,14,Trent Taylor,Louisiana Tech,N,CUSA,FBS,Jr.,WR,13,99,1282,9
2014,63,Trent Taylor,Louisiana Tech,N,CUSA,FBS,So.,WR,14,64,834,9
2018,127,Trenton Irwin,Stanford,Y,Pac-12,FBS,Sr.,WR,12,60,685,2
2015,160,Tres Houston,Arkansas St.,N,Sun Belt,FBS,Sr.,WR,13,36,615,10
2014,114,Tres Houston,Arkansas St.,N,Sun Belt,FBS,Jr.,WR,13,53,685,4
2021,139,Trevon Bradford,Oregon St.,Y,Pac-12,FBS,Sr.,WR,13,42,631,5
2018,143,Trevon Bradford,Oregon St.,Y,Pac-12,FBS,Jr.,WR,11,56,649,6
2018,21,Trevon Brown,East Carolina,N,AAC,FBS,Sr.,WR,12,74,1123,9
2017,25,Trevon Brown,East Carolina,N,AAC,FBS,Sr.,WR,12,60,1069,7
2021,126,Trevon Clark,California,Y,Pac-12,FBS,Sr.,WR,12,33,658,4
2020,73,Trevon Grimes,Florida,Y,SEC,FBS,Sr.,WR,11,38,589,9
2021,142,Trevonte Rucker,Jackson St.,N,SWAC,FCS,Fr.,WR,13,26,515,2
2021,93,Trevor Begue,UIW,N,Southland,FCS,Sr.,WR,13,46,620,3
2020,55,Trevor Begue,McNeese,N,Southland,FCS,Sr.,WR,7,24,404,2
2019,62,Trevor Begue,McNeese,N,Southland,FCS,Jr.,WR,12,55,827,10
2015,130,Trevor Davis,California,Y,Pac-12,FBS,Sr.,WR,13,40,672,2
2013,144,Trevor Tiefenthaler,South Dakota St.,N,MVFC,FCS,Sr.,WR,14,45,547,0
2013,255,Trey Burton,Florida,Y,SEC,FBS,Sr.,WR,12,38,445,1
2023,48,Trey Goodman,Austin Peay,N,ASUN,FCS,Jr.,WR,12,34,721,7
2021,88,Trey Gross,Delaware St.,N,MEAC,FCS,Sr.,WR,11,48,625,13
2020,130,Trey Gross,Delaware St.,N,MEAC,FCS,Sr.,WR,5,17,248,5
2014,189,Trey Huelskamp,Davidson,N,Pioneer,FCS,Sr.,TE,12,48,471,2
2021,23,Trey McBride,Colorado St.,N,Mountain West,FBS,Sr.,TE,12,90,1121,1
2019,200,Trey McBride,Colorado St.,N,Mountain West,FBS,So.,TE,12,45,560,4
2022,24,Trey Palmer,Nebraska,Y,Big Ten,FBS,Jr.,WR,12,71,1043,9
2017,11,Trey Quinn,SMU,N,AAC,FBS,Jr.,WR,13,114,1236,13
2013,302,Trey Watts,Tulsa,N,CUSA,FBS,Sr.,RB,12,46,395,1
2021,27,Treylon Burks,Arkansas,Y,SEC,FBS,Jr.,WR,12,66,1104,11
2020,22,Treylon Burks,Arkansas,Y,SEC,FBS,So.,WR,9,51,820,7
2023,24,Treyvhon Saunders,Colgate,N,Patriot,FCS,So.,WR,11,68,859,4
2019,36,Trishton Jackson,Syracuse,Y,ACC,FBS,Jr.,WR,12,66,1023,11
2022,92,Tristan Golightly,Abilene Christian,N,WAC,FCS,So.,WR,11,40,636,4
2018,91,Tristen Wallace,Prairie View,N,SWAC,FCS,So.,WR,10,38,629,4
2013,374,Tromaine Dennis,Northern Colo.,N,Big Sky,FCS,Sr.,RB,11,30,291,0
2023,159,Trond Grizzell,California,Y,Pac-12,FBS,So.,WR,13,39,590,5
2015,19,Troy Doles,Brown,N,Ivy League,FCS,Sr.,WR,10,66,963,7
2023,6,Troy Franklin,Oregon,Y,Pac-12,FBS,Jr.,WR,13,81,1383,14
2022,52,Troy Franklin,Oregon,Y,Pac-12,FBS,So.,WR,13,61,891,9
2017,192,Troy Fumagalli,Wisconsin,Y,Big Ten,FBS,Sr.,TE,13,46,547,4
2016,184,Troy Fumagalli,Wisconsin,Y,Big Ten,FBS,Jr.,TE,14,47,580,2
2017,119,Troy Grant,Abilene Christian,N,Southland,FCS,Sr.,WR,11,51,542,4
2013,215,Troy Niklas,Notre Dame,N,FBS Independent,FBS,Jr.,TE,13,32,498,5
2017,5,Troy Pelletier,Lehigh,N,Patriot,FCS,Sr.,WR,12,105,1292,10
2016,8,Troy Pelletier,Lehigh,N,Patriot,FCS,Jr.,WR,12,96,1278,12
2015,42,Troy Pelletier,Lehigh,N,Patriot,FCS,So.,WR,11,78,831,8
2014,56,Troy Pelletier,Lehigh,N,Patriot,FCS,Fr.,WR,11,49,815,7
2021,44,Tucker Kraft,South Dakota St.,N,MVFC,FCS,So.,TE,15,65,773,6
2013,368,Tuff McClain,Northwestern St.,N,Southland,FCS,Fr.,WR,12,22,296,1
2013,351,Turner Petersen,Rice,N,CUSA,FBS,Sr.,WR,11,26,348,4
2017,143,Turner Smiley,North Texas,N,CUSA,FBS,Sr.,WR,14,35,623,5
2020,59,Tutu Atwell,Louisville,Y,ACC,FBS,Jr.,WR,9,46,625,7
2019,8,Tutu Atwell,Louisville,Y,ACC,FBS,So.,WR,13,70,1276,12
2015,13,Twarn Mixson,Hampton,N,MEAC,FCS,Jr.,WR,11,59,1027,9
2014,115,Twarn Mixson,Hampton,N,MEAC,FCS,So.,WR,9,50,615,6
2013,225,Twarn Mixson,Hampton,N,MEAC,FCS,Fr.,WR,10,22,408,4
2020,40,Ty Fryfogle,Indiana,Y,Big Ten,FBS,Sr.,WR,8,37,721,7
2019,170,Ty Fryfogle,Indiana,Y,Big Ten,FBS,Jr.,WR,13,45,604,3
2023,3,Ty James,Mercer,N,SoCon,FCS,Jr.,WR,13,63,1130,7
2022,10,Ty James,Mercer,N,SoCon,FCS,Jr.,WR,11,52,1105,13
2021,96,Ty James,Mercer,N,SoCon,FCS,So.,WR,10,26,611,7
2020,25,Ty James,Mercer,N,SoCon,FCS,Fr.,WR,11,30,518,3
2020,11,Ty King,Samford,N,SoCon,FCS,So.,WR,7,33,609,3
2018,54,Ty Lee,Middle Tenn.,N,CUSA,FBS,Jr.,WR,14,71,883,7
2017,38,Ty Lee,Middle Tenn.,N,CUSA,FBS,So.,WR,13,79,955,5
2016,123,Ty Lee,Middle Tenn.,N,CUSA,FBS,Fr.,WR,13,63,699,9
2022,17,Ty MacPherson,Weber St.,N,Big Sky,FCS,Sr.,WR,13,58,1000,11
2020,60,Ty MacPherson,Weber St.,N,Big Sky,FCS,Jr.,WR,6,19,395,0
2014,147,Ty Montgomery,Stanford,Y,Pac-12,FBS,Sr.,WR,11,61,604,3
2013,52,Ty Montgomery,Stanford,Y,Pac-12,FBS,Jr.,WR,14,61,958,10
2018,148,Ty Rutledge,Southern Utah,N,Big Sky,FCS,Sr.,WR,11,47,504,2
2022,75,Ty Scott,Missouri St.,N,MVFC,FCS,Jr.,WR,11,48,674,5
2021,11,Ty Scott,Missouri St.,N,MVFC,FCS,Jr.,WR,12,65,1102,7
2013,245,Ty Taylor,Penn,N,Ivy League,FCS,Sr.,WR,10,31,393,5
2023,170,Tykee Ogle-Kellogg,UTSA,N,AAC,FBS,Sr.,WR,13,33,575,7
2020,16,Tylan Wallace,Oklahoma St.,Y,Big 12,FBS,Sr.,WR,10,59,922,6
2019,57,Tylan Wallace,Oklahoma St.,Y,Big 12,FBS,Jr.,WR,8,53,903,8
2018,2,Tylan Wallace,Oklahoma St.,Y,Big 12,FBS,So.,WR,13,86,1491,12
2022,72,Tyler Adams,Butler,N,Pioneer,FCS,Sr.,WR,11,39,689,5
2014,174,Tyler Artim,Holy Cross,N,Patriot,FCS,Sr.,WR,12,44,498,2
2013,376,Tyler Artim,Holy Cross,N,Patriot,FCS,Jr.,WR,11,25,289,3
2015,48,Tyler Boyd,Pittsburgh,Y,ACC,FBS,Jr.,WR,12,91,926,6
2014,11,Tyler Boyd,Pittsburgh,Y,ACC,FBS,So.,WR,13,78,1261,8
2013,19,Tyler Boyd,Pittsburgh,Y,ACC,FBS,Fr.,WR,13,85,1174,7
2014,72,Tyler Boyd,SFA,N,Southland,FCS,Sr.,WR,13,70,743,4
2013,11,Tyler Boyd,SFA,N,Southland,FCS,Jr.,WR,12,79,1183,8
2016,193,Tyler Conklin,Central Mich.,N,MAC,FBS,Jr.,TE,13,42,560,6
2018,130,Tyler Currie,Missouri St.,N,MVFC,FCS,Jr.,WR,11,35,548,5
2015,8,Tyler Dube,Sacred Heart,N,NEC,FCS,Sr.,WR,11,71,1160,9
2014,30,Tyler Dube,Sacred Heart,N,NEC,FCS,Sr.,WR,12,79,960,16
2013,49,Tyler Dube,Sacred Heart,N,NEC,FCS,Jr.,WR,13,55,869,9
2015,198,Tyler Higbee,Western Ky.,N,CUSA,FBS,Sr.,TE,9,38,563,8
2022,26,Tyler Hudson,Louisville,Y,ACC,FBS,Jr.,WR,12,69,1034,2
2021,4,Tyler Hudson,Central Ark.,N,ASUN,FCS,So.,WR,11,62,1227,8
2020,4,Tyler Hudson,Central Ark.,N,Southland,FCS,So.,WR,9,50,845,7
2019,32,Tyler Hudson,Central Ark.,N,Southland,FCS,Fr.,WR,13,55,975,12
2019,7,Tyler Johnson,Minnesota,Y,Big Ten,FBS,Sr.,WR,13,86,1318,13
2018,17,Tyler Johnson,Minnesota,Y,Big Ten,FBS,Jr.,WR,13,78,1169,12
2017,117,Tyler Johnson,Minnesota,Y,Big Ten,FBS,So.,WR,10,35,677,7
2013,179,Tyler Kroft,Rutgers,N,AAC,FBS,So.,TE,13,43,573,4
2014,3,Tyler Lockett,Kansas St.,Y,Big 12,FBS,Sr.,WR,13,106,1515,11
2013,16,Tyler Lockett,Kansas St.,Y,Big 12,FBS,Jr.,WR,12,81,1262,11
2013,36,Tyler McDonald,South Carolina St.,N,MEAC,FCS,Sr.,WR,13,51,958,7
2020,161,Tyler Page,SMU,N,AAC,FBS,Sr.,WR,9,39,422,2
2022,50,Tyler Scott,Cincinnati,N,AAC,FBS,Jr.,WR,11,54,899,9
2021,59,Tyler Snead,East Carolina,N,AAC,FBS,So.,WR,12,67,855,4
2020,98,Tyler Snead,East Carolina,N,AAC,FBS,So.,WR,9,53,524,5
2019,94,Tyler Snead,East Carolina,N,AAC,FBS,Fr.,WR,12,66,759,5
2020,173,Tyler Vaughns,Southern California,Y,Pac-12,FBS,Sr.,WR,6,33,406,3
2019,50,Tyler Vaughns,Southern California,Y,Pac-12,FBS,Jr.,WR,13,74,912,6
2018,131,Tyler Vaughns,Southern California,Y,Pac-12,FBS,So.,WR,12,58,674,6
2017,68,Tyler Vaughns,Southern California,Y,Pac-12,FBS,Fr.,WR,14,57,809,5
2013,312,Tyler Wilhelm,South Dakota,N,MVFC,FCS,Sr.,TE,12,22,336,0
2018,142,Tyler Wilkins,Richmond,N,CAA,FCS,Sr.,WR,9,35,529,2
2017,36,Tyler Wilkins,Richmond,N,CAA,FCS,Jr.,WR,11,62,876,7
2016,116,Tyler Wilkins,Richmond,N,CAA,FCS,So.,WR,14,40,561,4
2014,111,Tyler Winston,San Jose St.,N,Mountain West,FBS,So.,WR,12,78,694,5
2013,73,Tyler Winston,San Jose St.,N,Mountain West,FBS,Fr.,DB,10,58,858,5
2021,45,Tyquan Thornton,Baylor,Y,Big 12,FBS,Sr.,WR,14,62,948,10
2019,87,Tyquan Thorton,Baylor,Y,Big 12,FBS,So.,WR,14,45,782,5
2015,126,Tyrain Taylor,New Mexico St.,N,Sun Belt,FBS,Jr.,WR,12,39,691,4
2018,37,Tyre Brady,Marshall,N,CUSA,FBS,Sr.,WR,13,71,1002,9
2017,40,Tyre Brady,Marshall,N,CUSA,FBS,Jr.,WR,11,62,942,8
2018,156,Tyre McCants,South Fla.,N,AAC,FBS,Sr.,WR,13,59,617,3
2017,114,Tyre McCants,South Fla.,N,AAC,FBS,Jr.,WR,12,36,686,7
2013,285,Tyre'Oune Holmes,Southern Miss.,N,CUSA,FBS,Fr.,WR,11,53,410,2
2013,184,Tyree Watkins,Wagner,N,NEC,FCS,Sr.,WR,11,45,484,4
2013,168,Tyreese Russell,Eastern Mich.,N,MAC,FBS,Jr.,TE,12,44,594,3
2015,131,Tyrell Blanks,Coastal Carolina,N,Big South,FCS,Sr.,WR,10,39,493,3
2014,103,Tyrell Blanks,Coastal Carolina,N,Big South,FCS,Jr.,WR,14,52,646,4
2013,288,Tyrell Blanks,Coastal Carolina,N,Big South,FCS,So.,WR,13,23,353,3
2014,67,Tyrell Holmes,Central Conn. St.,N,NEC,FCS,Sr.,WR,11,54,754,5
2013,65,Tyrell Holmes,Central Conn. St.,N,NEC,FCS,Jr.,WR,12,42,774,7
2022,134,Tyrell Shavers,San Diego St.,N,Mountain West,FBS,Sr.,WR,13,38,643,3
2022,200,Tyrese Chambers,FIU,N,CUSA,FBS,Sr.,WR,10,51,544,4
2021,31,Tyrese Chambers,FIU,N,CUSA,FBS,So.,WR,12,45,1074,9
2019,67,Tyrese Chambers,Sacred Heart,N,NEC,FCS,Fr.,WR,11,50,811,8
2021,196,Tyrice Richie,NIU,N,MAC,FBS,Sr.,WR,9,44,540,1
2020,69,Tyrice Richie,NIU,N,MAC,FBS,Sr.,WR,6,53,597,4
2020,84,Tyrin Ralph,Ark.-Pine Bluff,N,SWAC,FCS,Sr.,WR,5,24,307,1
2022,25,Tyrin Smith,UTEP,N,CUSA,FBS,So.,WR,12,71,1039,7
2021,179,Tyrin Smith,UTEP,N,CUSA,FBS,So.,WR,13,33,570,4
2018,70,Tyron Johnson,Oklahoma St.,Y,Big 12,FBS,Jr.,WR,13,53,845,7
2021,164,Tyrone Broden,Bowling Green,N,MAC,FBS,So.,WR,11,36,596,5
2023,159,Tyrone Howell,ULM,N,Sun Belt,FBS,Sr.,WR,12,49,590,7
2022,68,Tyrone Howell,ULM,N,Sun Belt,FBS,Sr.,WR,12,50,852,6
2019,142,Tyrone Scott,Central Mich.,N,MAC,FBS,Fr.,WR,14,37,650,5
2019,178,Tyrone Tracy Jr.,Iowa,Y,Big Ten,FBS,Fr.,WR,13,36,589,3
2021,82,Tyshaun James,Central Conn. St.,N,NEC,FCS,Sr.,WR,11,45,649,5
2019,30,Tyshaun James,Central Conn. St.,N,NEC,FCS,Jr.,WR,13,48,978,9
2013,243,Tyshon Goode,Kent St.,N,MAC,FBS,---,DB,12,45,458,2
2021,114,Tyson Thompson,Houston Christian,N,Southland,FCS,So.,WR,10,57,562,2
2019,139,Van Jefferson,Florida,Y,SEC,FBS,Sr.,WR,13,49,657,6
2013,339,Vasquez Haynes,Hawaii,N,Mountain West,FBS,So.,WR,11,29,354,3
2021,72,Velus Jones Jr.,Tennessee,Y,SEC,FBS,Sr.,WR,13,62,807,7
2018,122,Ventell Bryant,Temple,N,AAC,FBS,Sr.,WR,13,51,690,3
2016,57,Ventell Bryant,Temple,N,AAC,FBS,So.,WR,11,54,895,4
2015,188,Ventell Bryant,Temple,N,AAC,FBS,Fr.,WR,14,39,579,3
2016,110,Verlon Hunter,Grambling,N,SWAC,FCS,Sr.,WR,12,51,572,7
2014,127,Verlon Hunter,Grambling,N,SWAC,FCS,So.,WR,10,30,574,7
2017,53,Vic Wharton III,California,Y,Pac-12,FBS,Jr.,WR,12,67,871,5
2014,71,Victor Bolden,Oregon St.,Y,Pac-12,FBS,So.,WR,11,72,798,2
2013,158,Victor Dean,Portland St.,N,Big Sky,FCS,Jr.,WR,12,23,521,7
2021,136,Victor Tucker,Charlotte,N,CUSA,FBS,Sr.,WR,11,51,639,2
2020,182,Victor Tucker,Charlotte,N,CUSA,FBS,Jr.,WR,6,30,400,2
2019,51,Victor Tucker,Charlotte,N,CUSA,FBS,So.,WR,13,52,909,7
2018,113,Victor Tucker,Charlotte,N,CUSA,FBS,Fr.,WR,11,54,712,2
2015,40,Victor Williams,Dartmouth,N,Ivy League,FCS,Sr.,WR,10,64,845,4
2013,335,Victor Williams,Dartmouth,N,Ivy League,FCS,So.,WR,7,21,316,0
2014,5,Vince Mayle,Washington St.,Y,Pac-12,FBS,Sr.,WR,12,106,1483,9
2013,196,Vince Mayle,Washington St.,Y,Pac-12,FBS,Sr.,WR,13,42,539,7
2014,110,Vince Sanders,Ole Miss,Y,SEC,FBS,Sr.,WR,12,39,696,6
2013,374,Vince Sanders,Ole Miss,Y,SEC,FBS,Jr.,WR,9,21,325,1
2018,69,Vincent Nisivoccia,Bryant,N,NEC,FCS,Sr.,WR,11,50,691,6
2018,94,Vinny Papale,Delaware,N,CAA,FCS,Sr.,WR,12,36,618,6
2023,70,Vinson Davis III,Southern Ill.,N,MVFC,FCS,Jr.,WR,13,54,659,3
2013,283,Vintavious Cooper,East Carolina,N,CUSA,FBS,Sr.,RB,13,44,412,1
2023,109,VJ Wilkins,Campbell,N,CAA,FCS,Fr.,WR,11,52,543,4
2013,54,Walt Powell,Murray St.,N,OVC,FCS,Sr.,WR,10,66,837,13
2021,11,Wan'Dale Robinson,Kentucky,Y,SEC,FBS,Jr.,WR,13,104,1334,7
2020,131,Wan'Dale Robinson,Nebraska,Y,Big Ten,FBS,So.,WR,8,51,461,1
2019,25,Warren Jackson,Colorado St.,N,Mountain West,FBS,Jr.,WR,10,77,1119,8
2020,95,Warren Newman,Jackson St.,N,SWAC,FCS,Sr.,WR,6,35,288,5
2016,29,Wayne Capers,Duquesne,N,NEC,FCS,Sr.,WR,11,51,959,9
2015,50,Wayne Capers,Duquesne,N,NEC,FCS,Sr.,WR,12,51,804,9
2014,44,Weldon Garlington,Tennessee St.,N,OVC,FCS,Sr.,WR,12,58,879,7
2023,35,Wes Rockett,Brown,N,Ivy League,FCS,Sr.,WR,10,70,795,3
2022,121,Wes Rockett,Brown,N,Ivy League,FCS,Sr.,WR,10,48,554,3
2021,78,Wes Rockett,Brown,N,Ivy League,FCS,Jr.,WR,10,56,664,8
2013,148,Wes Saxton,South Alabama,N,Sun Belt,FBS,Jr.,TE,12,50,635,0
2017,109,Wesley Preece,UC Davis,N,Big Sky,FCS,So.,TE,10,36,568,9
2020,118,Whop Philyor,Indiana,Y,Big Ten,FBS,Sr.,WR,8,54,495,3
2019,40,Whop Philyor,Indiana,Y,Big Ten,FBS,Jr.,WR,12,70,1002,5
2018,139,Wil Young,Chattanooga,N,SoCon,FCS,Sr.,WR,11,46,535,4
2016,64,Will Carter,Bucknell,N,Patriot,FCS,Sr.,WR,10,49,734,3
2014,31,Will Carter,Bucknell,N,Patriot,FCS,So.,WR,10,53,959,9
2013,239,Will Carter,Bucknell,N,Patriot,FCS,Fr.,WR,6,33,396,1
2015,16,Will Fuller,Notre Dame,N,FBS Independent,FBS,Jr.,WR,13,62,1258,14
2014,21,Will Fuller,Notre Dame,N,FBS Independent,FBS,So.,WR,13,76,1094,15
2022,127,Will Huzzie,ETSU,N,SoCon,FCS,Jr.,WR,11,42,545,6
2021,36,Will Huzzie,ETSU,N,SoCon,FCS,So.,WR,13,58,798,5
2020,77,Will Huzzie,ETSU,N,SoCon,FCS,So.,WR,6,27,334,3
2013,91,Will Jefferson Jr.,Northern Colo.,N,Big Sky,FCS,Sr.,WR,12,51,688,5
2023,61,Will Pauling,Wisconsin,Y,Big Ten,FBS,So.,WR,13,74,837,6
2023,113,Will Sheppard,Vanderbilt,Y,SEC,FBS,Sr.,WR,12,47,684,8
2022,89,Will Sheppard,Vanderbilt,Y,SEC,FBS,Jr.,WR,12,60,776,9
2021,174,Will Sheppard,Vanderbilt,Y,SEC,FBS,So.,WR,11,43,577,4
2014,180,Will Tye,Stony Brook,N,CAA,FCS,Sr.,TE,12,34,495,5
2013,160,Will Tye,Stony Brook,N,CAA,FCS,Jr.,TE,11,45,520,4
2021,103,Will VEREEN,South Carolina St.,N,MEAC,FCS,Sr.,WR,12,45,587,3
2013,186,William Dukes,Fla. Atlantic,N,CUSA,FBS,Jr.,WR,12,35,553,6
2015,54,William Morris,Davidson,N,Pioneer,FCS,Sr.,WR,11,62,774,8
2014,9,William Morris,Davidson,N,Pioneer,FCS,Jr.,WR,12,98,1224,7
2013,16,William Morris,Davidson,N,Pioneer,FCS,So.,WR,11,67,1090,5
2015,79,William Tanner,UT Martin,N,OVC,FCS,Sr.,WR,11,47,656,5
2014,153,William Tanner,UT Martin,N,OVC,FCS,Sr.,WR,12,38,527,4
2017,66,William Wicks,Davidson,N,Pioneer,FCS,So.,WR,11,51,704,5
2013,134,Willie Byrn,Virginia Tech,Y,ACC,FBS,Jr.,WR,13,51,660,2
2021,143,Willie Johnson,Marshall,N,CUSA,FBS,Sr.,WR,13,32,625,3
2013,399,Willie Matthews,Central Ark.,N,Southland,FCS,Jr.,RB,10,45,265,1
2014,121,Willie McNeal,Western Ky.,N,CUSA,FBS,Sr.,WR,13,56,666,8
2013,167,Willie McNeal,Western Ky.,N,Sun Belt,FBS,Jr.,WR,12,46,599,5
2022,98,Willie Patterson,Montana St.,N,Big Sky,FCS,Sr.,WR,14,43,615,9
2013,272,Willie Police,Western Caro.,N,SoCon,FCS,Fr.,WR,12,40,367,0
2016,23,Willie Quinn,Southern U.,N,SWAC,FCS,Sr.,WR,11,64,984,11
2015,101,Willie Quinn,Southern U.,N,SWAC,FCS,Sr.,WR,11,49,587,3
2014,41,Willie Quinn,Southern U.,N,SWAC,FCS,Jr.,WR,13,62,892,5
2013,70,Willie Quinn,Southern U.,N,SWAC,FCS,So.,WR,13,57,753,7
2013,3,Willie Snead,Ball St.,N,MAC,FBS,Jr.,WR,13,106,1516,15
2013,340,Willie Tucker,Cal Poly,N,Big Sky,FCS,Jr.,WR,5,18,312,2
2017,127,Willie Wright,Fla. Atlantic,N,CUSA,FBS,Fr.,WR,14,56,657,6
2016,32,Willie Young,Ark.-Pine Bluff,N,SWAC,FCS,Sr.,WR,11,70,923,5
2015,98,Willie Young,Ark.-Pine Bluff,N,SWAC,FCS,Jr.,WR,11,49,589,3
2014,74,Willie Young,Ark.-Pine Bluff,N,SWAC,FCS,Jr.,WR,11,45,727,9
2021,117,Winston Wright,West Virginia,Y,Big 12,FBS,Jr.,WR,13,63,688,5
2020,85,Winston Wright,West Virginia,Y,Big 12,FBS,So.,WR,10,47,553,2
2017,43,Wyatt Demps,Nevada,N,Mountain West,FBS,Sr.,WR,12,67,908,11
2016,129,Wyatt Demps,Nevada,N,Mountain West,FBS,Jr.,WR,12,53,686,9
2016,75,Xavier Borishade,Chattanooga,N,SoCon,FCS,Sr.,WR,13,47,688,8
2020,177,Xavier Gaines,Marshall,N,CUSA,FBS,Sr.,TE,10,28,404,4
2022,8,Xavier Gipson,SFA,N,ASUN,FCS,Sr.,WR,11,65,1163,7
2021,1,Xavier Gipson,SFA,N,WAC,FCS,Jr.,WR,11,75,1377,14
